bibcode,title,first_author,year,pub,doi,abstract,citation_count,epoch_search,is_seed,has_abstract
2015ScTEn.533..110D,['Temporal evolution of bacterial communities associated with the in situ wetland-based remediation of a marine shore porphyry copper tailings deposit'],"Diaby, N.",2015,Science of the Total Environment,10.1016/j.scitotenv.2015.06.076,"Mine tailings are a serious threat to the environment and public health. Remediation of these residues can be carried out effectively by the activation of specific microbial processes. This article presents detailed information about temporal changes in bacterial community composition during the remediation of a section of porphyry copper tailings deposited on the Bah√≠a de Ite shoreline (Peru). An experimental remediation cell was flooded and transformed into a wetland in order to prevent oxidation processes, immobilizing metals. Initially, the top oxidation zone of the tailings deposit displayed a low pH (3.1) and high concentrations of metals, sulfate, and chloride, in a sandy grain size geological matrix. This habitat was dominated by sulfur- and iron-oxidizing bacteria, such as Leptospirillum spp., Acidithiobacillus spp., and Sulfobacillus spp., in a microbial community which structure resembled acid mine drainage environments. After wetland implementation, the cell was water-saturated, the acidity was consumed and metals dropped to a fraction of their initial respective concentrations. Bacterial communities analyzed by massive sequencing showed time-dependent changes both in composition and cell numbers. The final remediation stage was characterized by the highest bacterial diversity and evenness. Aside from classical sulfate reducers from the phyla -Proteobacteria and Firmicutes, community structure comprised taxa derived from very diverse habitats. The community was also characterized by an elevated proportion of rare phyla and unaffiliated sequences. Numerical ecology analysis confirmed that the temporal population evolution was driven by pH, redox, and K. Results of this study demonstrated the usefulness of a detailed follow-up of the remediation process, not only for the elucidation of the communities gradually switching from autotrophic, oxidizing to heterotrophic and reducing living conditions, but also for the long term management of the remediation wetlands.",14,hesperian,FALSE,TRUE
2003EnvTC..22.2952D,['Establishing the impact of acid mine drainage through metal bioaccumulation and taxa richness of benthic insects in a tropical Asian stream (the Philippines)'],"David, Carlos Primo C.",2003,Environmental Toxicology and Chemistry,10.1897/02-529,"The Boac-Makulapnit River (The Philippines) is contaminated with heavy metals primarily due to acid mine drainage (AMD). Heavy-metal levels in river water, sediment, and algae suggest that Cu is the primary contaminant in this system. Copper concentrations decrease longitudinally, indicating a contamination gradient away from the mine. This is also reflected in the whole-body metal concentration of the caddisflyHydropsyche, wherein higher Cu levels are observed in upstream stations (677-980 ug/g in 2001). In 2002, AMD formation was observed in a midstream station resulting from the oxidation of mine tailings in floodplains deposited during a 1996 tailings spill event. This consequently increased heavy-metal concentrations locally in environmental media and is likewise perceived to have caused the absence of aquatic insects in the midstream reach. Copper concentrations also increased inHydropsychefound downstream of the new AMD site during this year. Furthermore, even the lower Cu concentrations inHydropsycheobserved in downstream stations are still at least six times higher than the established regional baseline value (29.9 ug/g), which is calculated from samples from clean tributary streams. These tributary streams also showed higher taxa richness for aquatic insect community in riffle zones. Both biomonitoring tools suggest that the whole length of the river is severely impacted. Rehabilitation projects will be underway next year; therefore, such monitoring programs will truly be beneficial when gauging river habitat recovery.",14,hesperian,FALSE,TRUE
2013IJAsB..12..123N,['Bioleaching of ilmenite and basalt in the presence of iron-oxidizing and iron-scavenging bacteria'],"Navarrete, Jesica U.",2013,International Journal of Astrobiology,10.1017/S1473550412000493,"Bioleaching has been suggested as an alternative to traditional mining techniques in extraterrestrial environments because it does not require extensive infrastructure and bulky hardware. In situ bioleaching of silicate minerals, such as those found on the moon or Mars, has been proposed as a feasible alternative to traditional extraction techniques that require either extreme heat and/or substantial chemical treatment. In this study, we investigated the biotic and abiotic leaching of basaltic rocks (analogues to those found on the moon and Mars) and the mineral ilmenite (FeTiO3) in aqueous environments under acidic (pH  2.5) and circumneutral pH conditions. The biological leaching experiments were conducted using Acidithiobacillus ferrooxidans, an iron (Fe)-oxidizing bacteria, and Pseudomonas mendocina, an Fe-scavenging bacteria. We found that both strains were able to grow using the Fe(II) derived from the tested basaltic rocks and ilmenite. Although silica leaching rates were the same or slightly less in the bacterial systems with A. ferrooxidans than in the abiotic control systems, the extent of Fe, Al and Ti released (and re-precipitated in new solid phases) was actually greater in the biotic systems. This is likely because the Fe(II) leached from the basalt was immediately oxidized by A. ferrooxidans, and precipitated into Fe(III) phases which causes a change in the equilibrium of the system, i.e. Le Chatelier's principle. Iron(II) in the abiotic experiment was allowed to build up in solution which led to a decrease in its overall release rate. For example, the percentage of Fe, Al and Ti leached (dissolved + reactive mineral precipitates) from the Mars simulant in the A. ferrooxidans experimental system was 34, 41 and 13% of the total Fe, Al and Ti in the basalt, respectively, while the abiotic experimental system released totals of only 11, 25 and 2%. There was, however, no measurable difference in the amounts of Fe and Ti released from ilmenite in the experiments with A. ferrooxidans versus the abiotic controls. P. mendocina scavenged some Fe from the rock/mineral substrates, but the overall amount of leaching was small (&lt;2% of total Fe in rocks) when compared with the acidophilic systems. Although the mineralogy of the tested basaltic rocks was roughly similar, the surface areas of the lunar and Mars simulants varied greatly and thus were possible factors in the overall amount of metals released. Overall, our results indicate that the presence of bacteria does not increase the overall silica leaching rates of basaltic rocks; however, the presence of A. ferrooxidans does lead to enhanced release of Fe, Al and Ti and subsequent sequestration of Fe (and other metals) in Fe(III)-precipitates.",14,hesperian,FALSE,TRUE
2006HydMe..83..167K,['Geomicrobiological investigation of two different mine waste tailings generating acid mine drainage'],"Kock, Dagmar",2006,Hydrometallurgy,10.1016/j.hydromet.2006.03.022,"The impact of microbiological metal sulfide oxidation on acid mine drainage generation was studied for two different mine tailings. Microorganisms were quantified using different methods: (1) SYBR Green II direct counting, (2) TaqMan quantitative, real-time PCR (Q-PCR), (3) catalyzed reporter deposition-fluorescence in situ hybridization (CARD-FISH) and (4) most probable number (MPN) cultivation of acidophilic Fe(II) oxidizers. Potential pyrite or pyrrhotite oxidation rates were measured by microcalorimetry. <P />In the uncovered, pyrrhotite-containing tailings near Selebi-Phikwe, Botswana, acidophilic Fe(II)-oxidizing microorganisms were present in high numbers (MPN) of up to 10 7 cells g - 1 dw (mean value 3 √ó 10 6 cells g - 1 dw) throughout the entire water unsaturated, oxidized zone of about 25 m (at the tailings dam periphery) with a paste pH in the range of 3-4. Mean numbers of living Bacteria (CARD-FISH) and total microorganisms (SYBR Green II) were 1 √ó 10 7 cells g - 1 dw and 8 √ó 10 7 cells g - 1 dw, respectively. Cell numbers obtained by Q-PCR analysis were in the same range. The average potential pyrrhotite oxidation rate measured by microcalorimetry was 3.4 √ó 10 -4 mol pyrrhotite m - 3 tailings s - 1 at 25 C. About half of the pyrrhotite oxidation activity was biologically catalyzed. <P />By contrast, in the covered pyrite-containing tailings in Impoundment 1 in Kristineberg, northern Sweden, acidophilic Fe(II)-oxidizing microorganisms (mean value 5 √ó 10 5 cells g - 1 dw) were only detected in a distinct zone of oxidized tailings between the cover and the unoxidized tailings where low pH values down to 3 prevailed. Bacterial numbers obtained by Q-PCR analysis were much higher (mean value 3 √ó 10 8 cells g - 1 dw). The proportion of biological pyrite oxidation was up to 100% for the oxidized zone. The average potential pyrite oxidation rate was 1.6 √ó 10 -5 mol pyrite m - 3 tailings s - 1 at 10 C, an order of magnitude lower than that for the pyrrhotite-containing tailings.",14,hesperian,FALSE,TRUE
1981Natur.292..329H,['Chemical flux in an acid-stressed stream'],"Hall, Ronald J.",1981,Nature,10.1038/292329a0,"The acidity of rain and snow falling on widely separated areas of the world has been increasing during the past 30 yr (refs 1-3). Acid rainfall consists of a dilute solution of sulphuric and nitric acids due to the oxidation and hydrolysis of airborne sulphur and nitrogen4 and frequently has a pH ofless than4.0. Recent studies have shown that acid rain alters the chemistry and biology of streams and lakes in large regions of the world1,3. Results from reconnaissance studies in the field5-9 and physiological studies in the laboratory9 show that diversity and numbers of aquatic organisms of all major trophic levels are affected by low pH (high acidity). The quantitative effects of such acidification on biogeochemistry and biological function in natural streams have received little attention. In contrast, much is known about aquatic ecosystems affected by acid mine drainage10-13. However, waters receiving acid mine drainage show effects caused by metal contamination and deposition of iron oxide particulates, as well as acidification. In our study, we experimentally acidified a third-order section of a small mountain stream in the Hubbard Brook Experimental Forest, West Thornton, New Hampshire, USA. Our aim was to measure the effects of increased acidity on chemical and biological export in the stream. It was found that experimental stream acidification to pH 4 did alter the chemical and biological flux. The most significant inorganic component affected by the experiment was aluminium. A significant net flux of carbon and nitrogen occurred in the biologically bound forms but not in dissolved substances. Net flux of phosphorus was significant in biologically bound forms. The increased loss of nutrients in the particulate organic fraction was also important, particularly if scaled tb the total stream ecosystem.",14,hesperian,FALSE,TRUE
2023WatRe.23219647Z,['Sulfur disproportionation realizes an organic-free sulfidogenic process for sustainable treatment of acid mine drainage'],"Zou, Jiahui",2023,Water Research,10.1016/j.watres.2023.119647,"Biological sulfidogenic processes (BSPs) have been considered effective biotechnologies for the treatment of organic-deficit acid mine drainage (AMD) and heavy metal recovery. However, high-rate sulfide production relies on the continuous addition of exogenous organic substrates as electron donors to facilitate dissimilatory sulfate reduction, which substantially increases the operational cost and CO2 emission and also limits the wide application of BSPs in AMD treatment. In this study, we proposed a novel chemoautotrophic elemental sulfur disproportionation (SD) process as an alternative to conventional BSPs for treating AMD, in which sulfur-disproportionating bacteria (SDB) disproportionates sulfur to sulfide and sulfate without organic substrate supplementation. During the 393-day lab-scale test, we observed that the sulfur-disproportionating reactor (SDR) achieved a stable high-rate sulfide production, with a maximal rate of 21.10 mg S/L-h at an organic-substrate-free condition. This high rate of sulfide production suggested that the SD process could provide sufficient sulfide to precipitate metal ions from AMD. Thermodynamics analysis and batch tests further revealed that alkalinity rather than sulfate was the critical factor influencing the SD process, suggesting that the abundant sulfate present in AMD would not inhibit the SD process. The critical condition of SD in the SDR was therefore determined. Microbial community analysis showed that Dissulfurimicrobium sp. was the dominant SDB during the long-term operation regardless of dynamic sulfate and/or alkalinity concentrations, which provides evidence that SDB can be employed for sustainable and high-rate sulfide production for engineering purposes. A multi-stage AMD treatment system equipped with a SDR removed over 99% of the influent metals (i.e., Fe, Al, Zn, Cu, Pb) from AMD except for Mn. This study demonstrated that the novel SD process is a green and promising biotechnology for the sustainable treatment of organic-deficient metal-laden wastewater, such as AMD.",14,hesperian,FALSE,TRUE
1997JICon...1..131S,['Co-occurrence of prairie and barrens butterflies: applications to ecosystem conservation'],"Swengel, Ann B.",1997,Journal of Insect Conservation,10.1023/A:1018495428991,"Abundance indices from transect surveys for species restricted to prairies and barrens were correlated to test the degree to which these species of conservation concern co-occur. In 56 pair-wise tests among 15 species by subregion, 29 (52%) correlated significantly, all but one positively, and only 17 (37%) of 46 tests involving samples of ;60 individuals for each species were non-significant. The species producing the most significant interspecific correlations in prairie were Speyeria idalia (five of ten tests) and Atrytone arogos (four of six tests); in barrens, Euchloe olympia (seven of eight tests) and Hesperia l. leonardus (six of eight tests). Lycaeides melissa samuelis, the butterfly receiving the most conservation attention in these habitats, produced few significant correlations. To explicate these patterns of co-occurrence, case histories were compiled for these species at sites of comparable vegetation by subregion. No management type was clearly favourable for all specialists of a given habitat, although some managements were favourable for more species than others (e.g. haying vs. burning in prairie). Analysis of variance of management at these sites produced more results with significant effects than did correlations of the species' abundance indices with habitat patch size. These results were inconsistent with prevailing ecological theory about the natural maintenance of these habitats; conversely, a single unified (alternative) theory of ecosystem management could not be inferred from these results. These patterns of butterfly co-occurrence suggest an alternative approach to ecosystem conservation that focuses on subsets of species native to a particular ecosystem. These smaller species assemblages significantly co-occur in range, habitat, and management tolerance, and may be amenable to monitoring with indicator species.",14,hesperian,FALSE,TRUE
2018Mate...11.1739S,['Comparison of the Biological and Chemical Synthesis of Schwertmannite at a Consistent Fe2+ Oxidation Efficiency and the Effect of Extracellular Polymeric Substances of Acidithiobacillus ferrooxidans on Biomineralization'],"Song, Yongwei",2018,Materials,10.3390/ma11091739,"Schwertmannite is an environmental mineral material that can promote the natural passivation of heavy metal elements, thereby reducing environmental pollution from toxic elements. However, the fundamental reason for the difference between the chemically (H2O2-FeSO4) and biologically (Acidithiobacillus ferrooxidans-FeSO4) synthesized schwertmannite is still unclear. In this study, X-ray diffraction, scanning electron microscopy, the Brunauer-Emmett-Teller method, and X-ray fluorescence spectrometry were used to compare the structure, specific surface area, and elemental composition of schwertmannite synthesized by biological and chemical methods. The removal capacity of As(III) by the two kinds of schwertmannite and the effects of extracellular polymeric substances (EPS) on biogenetic schwertmannite were also investigated. At a consistent Fe2+ oxidation efficiency, the chemical method synthesized more schwertmannite than the biological method over a 60-h period. The biosynthesized schwertmannite had a 'chestnut shell' shape, with a larger particle size and specific surface than the chemically synthesized schwertmannite, which was relatively smooth. The saturated adsorption capacities of the biologically and chemically synthesized schwertmannite were 117.0 and 87.0 mg¬∑g-1, respectively. After exfoliation of the EPS from A. ferrooxidans, the biosynthesized schwertmannite displayed a 'wool ball' shape, with rough particle surfaces, many microporous structures, and a larger specific surface area. The schwertmannite yield also increased by about 45% compared with that before exfoliation, suggesting that the secretion of EPS by A. ferrooxidans can inhibit the formation of schwertmannite.",14,hesperian,FALSE,TRUE
2012MWE....31..266K,"['The Lasting Impacts of Offline Periods in Lime Dosed Streams: A Case Study in Raccoon Creek, Ohio']","Kruse, Natalie A.",2012,Mine Water and The Environment,10.1007/s10230-012-0194-4,"Hewett Fork in Raccoon Creek, Ohio was a large source of acid mine drainage (AMD) to the main stem of Raccoon Creek, impacting the biological community for several kilometers. To reduce this impact, the AMD treatment was implemented in the Hewett Fork subwatershed to treat water from the largest mine drainage source in the watershed near the village of Carbondale. From prior to installation of wetland treatment in 2000 and installation of the lime doser in 2004, the pH of the mine discharge has been raised from about 4 to about 9, which greatly improved biological communities in Hewett Fork and Raccoon Creek. During the summer of 2010, the doser was off-line for approximately 2 weeks. While the chemistry of Hewett Fork showed little lasting change due to non-treatment, biological surveys show the effect of temporary non-treatment. In the year and a half since the doser was off-line, surveys have shown that the fish community was seriously impacted due to non-treatment and it has not yet recovered; the macroinvertebrate community, on the other hand, showed little impact due to non-treatment, and has shown no lasting effect of non-treatment.",14,hesperian,FALSE,TRUE
2016E&PSL.446...27H,['A biological switch at the ocean surface as a cause of laminations in a Precambrian iron formation'],"Hashizume, K.",2016,Earth and Planetary Science Letters,10.1016/j.epsl.2016.04.023,"Banded iron formations (BIFs) exhibit alternating silica- and iron-rich laminae, potentially reflecting the dynamics of the paleo-environments in which they were formed, although the exact mechanism remains unclear. Here the formation of a 2.7-2.9 Ga BIF from Dharwar Craton, India, is deciphered by analyzing the inter-band variations of the redox-sensitive isotope biomarkers, 15N/14N and 56Fe/54Fe. Organic matter with 15N values as high as + 12.0 ¬± 0.8 ‚Ä∞ appears to be trapped in silica. Iron oxides exhibit systematically positive 56Fe values, ranging between + 0.80 ¬± 0.05 ‚Ä∞ and + 1.67 ¬± 0.02 ‚Ä∞. Compared to the iron-rich bands, silica-rich bands, which show higher 56Fe values, exhibit an order of magnitude higher concentrations of 15N-rich organic nitrogen, normalized by the abundances of its host silica. The presence of 15N-rich organic matter may imply the emergence of a modern-like biological nitrogen cycle that requires the formation of oxidized nitrogen compounds. The higher concentration of 15N-rich organic nitrogen for the silica-rich bands possibly suggests that the photosynthetic activity was higher during the formation periods of these bands. The heavier iron isotope compositions of the silica-rich bands cannot be explained alone by iron oxidation through probable pathways. The relative 56Fe-enrichment in silica-rich bands is explained here by the progressive dissolution of iron oxides to the ocean, through iron reduction by 15N-rich organic matter actively produced at the ocean surface. The formation of iron-rich bands possibly corresponds to periods of reduced biological productivity, when precipitated iron was not effectively dissolved to the ocean. The observed shift in the organic concentration between Fe- and Si-rich bands could be the switch that triggered the BIF laminations. This shift could conceivably represent periodic fluctuations in the oxygen generation, which possibly occurred over periods of millennia, at the dawn of the Great Oxidation Event.",14,hesperian,FALSE,TRUE
2006BiTec..97.1727K,['Chalcopyrite concentrate leaching with biologically produced ferric sulphate'],"Kinnunen, P. H.-M.",2006,Bioresource Technology,10.1016/j.biortech.2005.07.016,"Biological ferric iron production was combined with ferric sulphate leaching of chalcopyrite concentrate and the effects of pH, Fe 3+, temperature and solids concentration on the leaching were studied. The copper leaching rates were similar at pH of 1.0-1.8 and in the presence of 7-90 g L -1 Fe 3+ despite massive iron precipitation with 90 g L -1 Fe 3+. Increase of the leaching temperature from 50 C to 86 C and solids concentration from 1% to 10% increased the copper leaching rate. Increase in solids concentration from 1% to 10% decreased the copper yields from 80% to 40%. Stepwise addition of ferric iron did not improve the copper yields. CuFeS 2, Ag and Cu 1.96S potentials indicated the formation of a passivating layer, which consisted of jarosite and sulphur precipitates and which was responsible for the decreased leaching rates.",14,hesperian,FALSE,TRUE
2014HydMe.141..117K,['Evaluation of submerged bio-oxidation concept for refractory gold ores'],"Kaksonen, Anna H.",2014,Hydrometallurgy,10.1016/j.hydromet.2013.10.012,"As the quality of gold (Au) deposits decreases, processes which can economically extract Au from low grade ores will grow in importance to the minerals industry. In situ, in-place and vat leaching methods can be attractive alternatives for low grade ores that are uneconomical to process using conventional open-pit or underground mining and processing methods. The objective of this study was to evaluate at laboratory scale a submerged bio-oxidation process concept to potentially improve the recovery of Au from refractory ore bodies that may be amenable to in-place or vat processing. The process included biological generation of ferric iron in a bioreactor followed by ferric iron oxidation of pyrite in submerged upflow columns. The results showed that oxidation of pyrite is possible using ferric iron that is biologically generated either externally or using underground aeration in the ore body. The simulated underground aeration and the presence of bioleaching microorganisms clearly enhanced the oxidation of pyrite. Moreover, microorganisms decreased the accumulation of elemental-S, the presence of which may have a negative effect on subsequent gold leaching and recovery.",14,hesperian,FALSE,TRUE
2019NatCo..10.4071J,['Production of zosteric acid and other sulfated phenolic biochemicals in microbial cell factories'],"Jendresen, Christian Bille",2019,Nature Communications,10.1038/s41467-019-12022-x,"Biological production and application of a range of organic compounds is hindered by their limited solubility and toxicity. This work describes a process for functionalization of phenolic compounds that increases solubility and decreases toxicity. We achieve this by screening a wide range of sulfotransferases for their activity towards a range of compounds, including the antioxidant resveratrol. We demonstrate how to engineer cell factories for efficiently creating sulfate esters of phenolic compounds through the use of sulfotransferases and by optimization of sulfate uptake and sulfate nucleotide pathways leading to the 3'-phosphoadenosine 5'-phosphosulfate precursor (PAPS). As an example we produce the antifouling agent zosteric acid, which is the sulfate ester of p-coumaric acid, reaching a titer of 5 g L-1 in fed-batch fermentation. The described approach enables production of sulfate esters that are expected to provide new properties and functionalities to a wide range of application areas.",14,hesperian,FALSE,TRUE
2021EPoll.27215977R,['Arsenic removal by iron-oxidizing bacteria in a fixed-bed coconut husk column: Experimental study and numerical modeling'],"Razzak, Abdur",2021,Environmental Pollution,10.1016/j.envpol.2020.115977,"Groundwater in several parts of the world, particularly in developing countries, has been contaminated with Arsenic (As). In search of low-cost As removal methods, the biological oxidation of As(III) and Fe(II) followed by co-precipitation requires detailed investigation for the practical implementation of this technology. The present study investigated the biological oxidation of As(III) and Fe(II) through a combination of laboratory experiments and reactive transport modeling. Batch experiments were conducted to evaluate the As(III) oxidation by Fe-oxidizing bacteria, mainly Leptothrix spp. A fixed-bed down-flow biological column containing inexpensive and readily available coconut husk support media was used to evaluate the combined removal of As(III) and Fe(II) from synthetic groundwater. Oxidation and co-precipitation processes effectively reduced the concentration of As(III) from 500 ug/L toless than 10 ug/L with a hydraulic retention time of 120 min. A one-dimensional reactive transport model was developed based on the microbially mediated biochemical reactions of As(III) and Fe(II). The model successfully reproduced the observed As(III) and Fe(II) removal trends in the column experiments. The modeling results showed that the top 20 cm aerobic layer of the column played a primary role in the microbial oxidation of Fe(II) and As(III). The model calibration identified the hydraulic residence time as the most significant process parameter for the removal of Fe and As in the column. The developed model can effectively predict As concentrations in the effluent and provide design guidelines for the biological treatment of As. The model would also be useful for understanding the biogeochemical behavior of Fe and As under aerobic conditions.",14,hesperian,FALSE,TRUE
2021WatRe.20117297D,['Simulated acid mine drainage treatment in iron oxidizing ceramic membrane bioreactor with subsequent co-precipitation of iron and arsenic'],"Demir, Emir Kasƒ±m",2021,Water Research,10.1016/j.watres.2021.117297,"Acid mine drainage (AMD), generated in the active and abandoned mine sites, is characterized by low pH and high metal concentrations. One AMD treatment possibility is biologically oxidizing Fe2+ followed by precipitation through pH control. As compared to autotrophic iron oxidizing microbial community, a microbial community enriched in the presence of organic nutrients was hypothesized to yield higher biomass during commissioning the bioreactor. In this study, the treatment of Fe, Cu, Co, Mn, Zn, Ni, and As containing simulated AMD was studied using an iron-oxidizing ceramic membrane bioreactor (CMBR) at varying hydraulic retention times (HRTs) (6-24 h) and two different feed Fe2+ concentrations (250 and 750 mg/L). The impact of tryptone soya broth (TSB) on the CMBR performance was also investigated. Almost complete Fe2+ oxidation and sustainable flux at around 5.0 L/(m2 .h) were obtained in the CMBR with the Alicyclobacillus tolerans and Acidiphilium cryptum dominated enrichment culture. The Fe2+ oxidation rate, as assessed in batch operation cycles of CMBR, increased significantly with increasing Fe2+ loading to the bioreactor. The iron oxidation rate decreased by the elimination of organic matter from the feed. The increase of the CMBR permeate pH to 3.5-4.0 resulted in selective co-precipitation of As and Fe (over 99%) with the generation of biogenic schwertmannite.",14,hesperian,FALSE,TRUE
2020JEnvM.27010873V,['Stabilization of potentially toxic elements contained in mine waste: A microbiological approach for the environmental management of mine tailings'],"Valenzuela, Edgardo I.",2020,Journal of Environmental Management,10.1016/j.jenvman.2020.110873,"Metals are key materials extensively employed in several industries to produce technological and daily-life products. The mining industry that produces such commodities generates Tons of waste that if not remediated can be transferred to the surrounding environment, thus representing a water, air, and soil pollution threat. In this work, we evaluated the feasibility of microbial sulfate reduction (SR) as a management strategy for this waste. Mine tailings were sampled from two abandoned mining sites located in Sonora (northwestern Mexico) and treated in anaerobic microcosms under SR conditions using anaerobic sludge as the inoculum at two different tailing:inoculum ratios (TIR). Major TIR's were found to be the triggering factor for the highest SR activities observed (73.6 ¬± 8.8 mg SO<SUB >4<SUP >2‚- L<SUP >‚-1 day<SUP >‚-1). This stimulation was linked to the dissolution of sulfate bearing minerals (anglesite, jarosite, and gypsum) which provided additional sulfate for microbial activity. However, under this condition, longer lag phases for SR were observed, which was potentially due to pH inhibition at early incubation stages (pH ~3.7). Despite this, all biologically SR performing treatments presented important sulfide precipitation which was associated to changes in the mineralogy of the mine tailings. Metals of environmental concern such as As, Cd, Co, Cr and, Pb were detected to have shifted from the aqueous extractable phase to the bound to Fe and Mn oxides and residual phases. This finding was in accordance with the non-detectable concentrations of these metals in the aqueous phase by the end of the biological treatment which proved the effectiveness of this approach. This study provides insights into the promising potential of anaerobic microbes for the environmental management of mine tailings.",14,hesperian,FALSE,TRUE
2015Miorg...3..667G,"['Novel and Unexpected Microbial Diversity in Acid Mine Drainage in Svalbard (78 N), Revealed by Culture-Independent Approaches']","Garc√≠a-Moyano, Antonio",2015,Microorganisms,10.3390/microorganisms3040667,"Svalbard, situated in the high Arctic, is an important past and present coal mining area. Dozens of abandoned waste rock piles can be found in the proximity of Longyearbyen. This environment offers a unique opportunity for studying the biological control over the weathering of sulphide rocks at low temperatures. Although the extension and impact of acid mine drainage (AMD) in this area is known, the native microbial communities involved in this process are still scarcely studied and uncharacterized. Several abandoned mining areas were explored in the search for active AMD and a culture-independent approach was applied with samples from two different runoffs for the identification and quantification of the native microbial communities. The results obtained revealed two distinct microbial communities. One of the runoffs was more extreme with regards to pH and higher concentration of soluble iron and heavy metals. These conditions favored the development of algal-dominated microbial mats. Typical AMD microorganisms related to known iron-oxidizing bacteria (Acidithiobacillus ferrivorans, Acidobacteria and Actinobacteria) dominated the bacterial community although some unexpected populations related to Chloroflexi were also significant. No microbial mats were found in the second area. The geochemistry here showed less extreme drainage, most likely in direct contact with the ore under the waste pile. Large deposits of secondary minerals were found and the presence of iron stalks was revealed by microscopy analysis. Although typical AMD microorganisms were also detected here, the microbial community was dominated by other populations, some of them new to this type of system (Saccharibacteria, Gallionellaceae). These were absent or lowered in numbers the farther from the spring source and they could represent native populations involved in the oxidation of sulphide rocks within the waste rock pile. This environment appears thus as a highly interesting field of potential novelty in terms of both phylogenetic/taxonomic and functional diversity.",14,hesperian,FALSE,TRUE
2007JEnvQ..36.1163K,['Natural Alkalinity Generation in Neutral Lakes Affected by Acid Mine Drainage'],"Koschorreck, Matthias",2007,Journal of Environmental Quality,10.2134/jeq2006.0354,"Lakes in surface mining areas are often subject to continuous loads of acid mine drainage. The knowledge of internal alkalinity generation in a lake is necessary to predict if the lake will stay circumneutral or may acidify. The most important processes of alkalinity production in lakes are sulfate reduction, denitrification, and the burial of N in the sediment. By summarizing data from the literature, we present probable rates of these different processes in circumneutral mining lakes. The critical acidity load that can probably be compensated for by internal processes, is 5.09 mmol(‚-) m‚-2 d‚-1 in productive lakes and 0.50 mmol(‚-) m‚-2 d‚-1 in less productive lakes. Under the assumption that methanogenesis is inhibited by high sulfate concentrations, the highest probable acidity loads in such lakes are 6.85 mmol(‚-) m‚-2 d‚-1 and 1.06 mmol(‚-) m‚-2 d‚-1, respectively. Denitrification, sulfate reduction, and N burial contributed significantly to total alkalinity production. Sulfate reduction had the largest potential. However, existing models cannot predict alkalinity generation from sulfate concentrations alone because the long-term stability of reduced S compounds in the sediment is crucial for a sustainable biological alkalinity generation. The larger acid-neutralizing potential of higher trophic lakes is caused both by higher rates of microbial activity and by a greater stability of reduced reaction products in the sediment. The largest uncertainties in our knowledge with respect to the total alkalinity budget are related to microbial processes in sulfate-rich freshwater lakes and the long-term stability of reduced reaction products in the sediment.",14,hesperian,FALSE,TRUE
2019FrMaS...6...22E,['Biogenic Iron Dust: A Novel Approach to Ocean Iron Fertilization as a Means of Large Scale Removal of Carbon Dioxide From the Atmosphere'],"Emerson, David",2019,Frontiers in Marine Science,10.3389/fmars.2019.00022,"This is a proposal for ocean iron fertilization as a means to reduce atmospheric carbon dioxide levels. The idea is to take advantage of nanoparticulate, poorly crystalline Fe-oxides produced by chemosynthetic iron-oxidizing bacteria as an iron source to the ocean. Upon drying these oxides produce a fine powder that could be dispersed at altitude by aircraft to augment wind-driven Aeolian dust that is a primary iron source to the open ocean. Based on Fe-oxidation rates for natural populations of iron-oxidizing bacteria it is estimated 1,500 hectares of production ponds (1 √ó 100 √ó 100 m) would be required to produce sufficient iron dust to supply the 30% of the global ocean that is iron-limited. In theory, iron replete conditions will stimulate the biological pump to quantitatively remove enough carbon dioxide from the atmosphere to partially mitigate anthropogenic inputs. Modifications to existing technologies would satisfy most of the technological challenges. Addition of biogenic iron to meso-scale eddies could provide an effective means of testing this process. Nonetheless, there are many unknowns, thus any such effort will require research and development integrated across oceanographic and Earth science disciplines to determine its long term efficacy.",14,hesperian,FALSE,TRUE
